ensgene	SRR13593674	SRR13593675	SRR13593676	SRR13593677	Sum Controls	Sum Treatment	Mean Controls	Mean Treatment	STD Controls	STD Treatment	RPM_controls	RPM_cpt-cef	L2F	p-value	adjusted-p-value
ENSG00000144381	10.66946969	10.71402678	10.00466186	10.04871127	21.383496469999997	20.05337313	10.691748234999999	10.026686565	0.03150662048893904	0.031147636518266172	153.21814475284103	143.842023426017	-0.09110193704103664	1.4483966459484593e-42	1.7576293298584555e-38
ENSG00000196937	7.753443969	7.71753868	8.590144662	8.614332973	15.470982649	17.204477635	7.7354913245	8.6022388175	0.02538887333236307	0.0171037187335489	110.8534921923914	123.40701282338608	0.15477016071772023	4.697653023769635e-42	5.700601944344452e-38
ENSG00000165105	7.587167243	7.598647454	7.960204727	7.948158456	15.185814697	15.908363182999999	7.5929073485	7.954181591499999	0.008117735047552605	0.008517999912110852	108.81019190192177	114.11003699000499	0.06861199949679365	7.174623496386855e-41	8.706405612865449e-37
ENSG00000104388	8.129600103	8.130853592	8.413810092	8.397919178	16.260453695	16.81172927	8.1302268475	8.405864635	0.0008863505720425848	0.01123657304865215	116.51025132782594	120.58984490093091	0.04965152213926053	2.328493205583171e-40	2.825626504975178e-36
ENSG00000169991	7.451529056	7.472834854	6.8106949	6.81961314	14.92436391	13.63030804	7.462181955	6.81515402	0.01506547424439093	0.006306147980249642	106.936831079733	97.76964083216596	-0.1293003722588636	3.401290413511363e-40	4.127465916796039e-36
ENSG00000084234	10.42316196	10.35130339	11.00164199	11.02082284	20.77446535	22.022464829999997	10.387232675	11.011232414999998	0.0508116821333681	0.013562909103921774	148.85428319100242	157.9662374723636	0.08571550561085285	4.358977839666691e-40	5.28961960843553e-36
ENSG00000080200	6.95695243	6.97689711	7.499625352	7.506724823	13.93384954	15.006350175	6.96692477	7.5031750875	0.014103018476595744	0.005020084086937296	99.83954582821448	107.63993465928014	0.10853014384784658	5.838600049777334e-40	7.085141160404795e-36
ENSG00000068308	6.948253686	6.948457775	7.173708833	7.182139819	13.896711460999999	14.355848651999999	6.948355730499999	7.177924325999999	0.0001443127158652018	0.005961607372688553	99.57344212660293	102.97391390040616	0.048446001474033606	1.5592269747376607e-39	1.8921219338441512e-35
ENSG00000196262	11.38899712	11.43889378	10.8503903	10.90170938	22.8278909	21.75209968	11.41394545	10.87604984	0.0352822666445595	0.03628806947225419	163.5675950949037	156.02691933432433	-0.06809200077973371	1.625077916508961e-39	1.9720320516836243e-35
ENSG00000151693	8.854785886	8.859972602	9.124962429	9.14652442	17.714758488	18.271486849	8.857379244	9.1357434245	0.003667562055688044	0.015246630051983623	126.93071192000453	131.0606261761619	0.04619314647049292	2.7241055735898248e-39	3.3057021135512526e-35
ENSG00000169100	9.117345107	9.069737286	8.261332865	8.2969964	18.187082393	16.558329264999998	9.0935411965	8.279164632499999	0.033663813066615124	0.025217927439583364	130.31503181119007	118.77221705253496	-0.1338061046605619	3.8553097126632644e-39	4.6784183363168715e-35
ENSG00000114942	9.329020984	9.380940656	8.567419802	8.527436444	18.70996164	17.094856246	9.35498082	8.547428123	0.03671275214818157	0.028272503576409844	134.06159347698218	122.6207030937306	-0.12869340511823238	7.938506450018983e-39	9.633377577098035e-35
ENSG00000105193	10.81568993	10.79212049	10.20673238	10.13187575	21.60781042	20.33860813	10.80390521	10.169304065	0.016666110852768947	0.052931630689771865	154.82541077266148	145.88800238855575	-0.08578103067619292	1.1837324895601753e-38	1.4364593760812728e-34
ENSG00000173848	8.455152437	8.478914354	8.864758306	8.88526404	16.934066791	17.750022346	8.4670333955	8.875011173	0.016802212644691804	0.014499743564606525	121.33685903415385	127.32018267221348	0.06944326110148404	1.7909215586407693e-38	2.1732833114105737e-34
ENSG00000122705	7.55319728	7.547442256	7.369187279	7.362168874	15.100639536	14.731356153	7.550319768	7.3656780765	0.004069416496291289	0.004962761768613693	108.19989039366499	105.66741381213335	-0.034168497134655265	2.0531073156595781e-38	2.491445727552898e-34
